accession,biosample_id,Bioproject,Organism,Starin,Isolation_source,Source_category,Isolation_country,Collection_Date
GCA_030338945,SAMN31247931,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-47,breast milk,Food,China,2020
GCA_030338955,SAMN31247929,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-45,breast milk,Food,China,2020
GCA_030338985,SAMN31247930,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-46,breast milk,Food,China,2020
GCA_030339005,SAMN31247928,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-44,breast milk,Food,China,2020
GCA_030339015,SAMN31247927,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-43,breast milk,Food,China,2020
GCA_030339045,SAMN31247926,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-42,breast milk,Food,China,2020
GCA_030339075,SAMN31247990,PRJNA889467,Lacticaseibacillus rhamnosus,SG-R7970-6,breast milk,Food,China,2020
GCA_030339105,SAMN31247989,PRJNA889467,Lacticaseibacillus rhamnosus,SG-R7970-5,breast milk,Food,China,2020
GCA_030339125,SAMN31247924,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-40,breast milk,Food,China,2020
GCA_030339165,SAMN31247925,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-41,breast milk,Food,China,2020
GCA_030339185,SAMN31247923,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-39,breast milk,Food,China,2020
GCA_030339205,SAMN31247922,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-38,breast milk,Food,China,2020
GCA_030339215,SAMN31247921,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-37,breast milk,Food,China,2020
GCA_030339235,SAMN31247920,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-36,breast milk,Food,China,2020
GCA_030339265,SAMN31247919,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-35,breast milk,Food,China,2020
GCA_030339275,SAMN31247918,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-34,breast milk,Food,China,2020
GCA_030339305,SAMN31247916,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-32,breast milk,Food,China,2020
GCA_030339315,SAMN31247917,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-33,breast milk,Food,China,2020
GCA_030339345,SAMN31247913,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-29,breast milk,Food,China,2020
GCA_030339355,SAMN31247914,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-30,breast milk,Food,China,2020
GCA_030339385,SAMN31247911,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-27,breast milk,Food,China,2020
GCA_030339425,SAMN31247915,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-31,breast milk,Food,China,2020
GCA_030339445,SAMN31247910,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-26,breast milk,Food,China,2020
GCA_030339455,SAMN31247909,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-25,breast milk,Food,China,2020
GCA_030339485,SAMN31247908,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-24,breast milk,Food,China,2020
GCA_030339495,SAMN31247907,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-23,breast milk,Food,China,2020
GCA_030339515,SAMN31247906,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-22,breast milk,Food,China,2020
GCA_030339545,SAMN31247905,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-21,breast milk,Food,China,2020
GCA_030339555,SAMN31247904,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-20,breast milk,Food,China,2020
GCA_030339565,SAMN31247903,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-19,breast milk,Food,China,2020
GCA_030339585,SAMN31247901,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-17,breast milk,Food,China,2020
GCA_030339595,SAMN31247902,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-18,breast milk,Food,China,2020
GCA_030339645,SAMN31247900,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-16,breast milk,Food,China,2020
GCA_030339665,SAMN31247899,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-15,breast milk,Food,China,2020
GCA_030339695,SAMN31247897,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-13,breast milk,Food,China,2020
GCA_030339715,SAMN31247896,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-12,breast milk,Food,China,2020
GCA_030339745,SAMN31247895,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-11,breast milk,Food,China,2020
GCA_030339765,SAMN31247894,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-10,breast milk,Food,China,2020
GCA_030339775,SAMN31247893,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-9,breast milk,Food,China,2020
GCA_030339785,SAMN31247892,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-8,breast milk,Food,China,2020
GCA_030339825,SAMN31247891,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-7,breast milk,Food,China,2020
GCA_030339865,SAMN31247885,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-1,breast milk,Food,China,2020
GCA_030339875,SAMN31247889,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-5,breast milk,Food,China,2020
GCA_030339885,SAMN31247888,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-4,breast milk,Food,China,2020
GCA_030339925,SAMN31247886,PRJNA889467,Lacticaseibacillus rhamnosus,HA-R7970-2,breast milk,Food,China,2020
GCA_041897505,SAMN43427262,PRJNA1154614,Lactobacillus acidophilus,L177,canine feces,Feces,China,9/15/2023
GCA_042160155,SAMN38800458,PRJNA1051836,Lactiplantibacillus plantarum,D7,pickled chili,Food,Taiwan,2019
GCA_044598685,SAMN44323865,PRJNA921746,Lactobacillus delbrueckii subsp. bulgaricus,2461,traditional yogurt,Food,Turkey,2022-07
GCA_044599095,SAMN44323864,PRJNA921746,Lactobacillus delbrueckii subsp. bulgaricus,2371,traditional yogurt,Food,Turkey,2022-07
GCA_044599415,SAMN44323862,PRJNA921746,Lactobacillus delbrueckii subsp. bulgaricus,2261,traditional yogurt,Food,Turkey,2022-07
GCA_044599685,SAMN44323861,PRJNA921746,Lactobacillus delbrueckii subsp. allosunkii,2062b,traditional yogurt,Food,Turkey,2022-07
GCA_044600085,SAMN44323858,PRJNA921746,Lactobacillus delbrueckii subsp. bulgaricus,1963a,traditional yogurt,Food,Turkey,2022-07
GCA_044600635,SAMN44323857,PRJNA921746,Lactobacillus delbrueckii subsp. bulgaricus,1471,traditional yogurt,Food,Turkey,2022-07
GCA_044600665,SAMN44323855,PRJNA921746,Lactobacillus delbrueckii subsp. bulgaricus,1371,traditional yogurt,Food,Turkey,2022-07
GCA_044601345,SAMN44323853,PRJNA921746,Lactobacillus delbrueckii subsp. bulgaricus,1281,traditional yogurt,Food,Turkey,2022-07
GCA_044601445,SAMN44323851,PRJNA921746,Lactobacillus delbrueckii subsp. bulgaricus,1175,traditional yogurt,Food,Turkey,2022-07
GCA_044602035,SAMN44323850,PRJNA921746,Lactobacillus delbrueckii subsp. bulgaricus,1172,traditional yogurt,Food,Turkey,2022-07
GCA_044602045,SAMN44323849,PRJNA921746,Lactobacillus delbrueckii subsp. bulgaricus,971,traditional yogurt,Food,Turkey,2022-07
GCA_044602155,SAMN44323848,PRJNA921746,Lactobacillus delbrueckii subsp. bulgaricus,961,traditional yogurt,Food,Turkey,2022-07
GCA_044602795,SAMN44323843,PRJNA921746,Lactobacillus delbrueckii subsp. bulgaricus,671,traditional yogurt,Food,Turkey,2022-07
GCA_044602805,SAMN44323842,PRJNA921746,Lactobacillus delbrueckii subsp. bulgaricus,661,traditional yogurt,Food,Turkey,2022-07
GCA_044603275,SAMN44323841,PRJNA921746,Lactobacillus delbrueckii subsp. bulgaricus,561,traditional yogurt,Food,Turkey,2022-07
GCA_047261205,SAMN46310991,PRJNA1212843,Lactiplantibacillus plantarum,LP3,plant,Environmental,China,7/23/2008
GCA_047445175,SAMN38918069,PRJNA1054369,Lacticaseibacillus rhamnosus,LAB3,stool,Feces,India,3/16/2016
GCA_047946965,SAMN30660290,PRJNA876401,Lacticaseibacillus paracasei,XM-38,koumiss,Food,China,6/1/2017
GCA_049056805,SAMN40100972,PRJNA1080092,Ligilactobacillus salivarius,GX118,potable water,Environmental,China,10/6/2022
GCA_910578125,SAMEA8805130,PRJEB45234,Leuconostoc citreum,{,feces,Feces,Denmark,NA
GCA_910579625,SAMEA8805285,PRJEB45234,Lactiplantibacillus plantarum,{,Caecum,Gut,USA,NA
GCA_910579815,SAMEA8805292,PRJEB45234,Pediococcus pentosaceus,{,Caecum,Gut,USA,NA
GCA_910579915,SAMEA8805293,PRJEB45234,Leuconostoc pseudomesenteroides,{,Caecum,Gut,USA,NA
GCF_000019245,SAMN02603933,PRJNA28537,Lacticaseibacillus paracasei,Zhang,koumiss (fermented mare's milk),Food,China,NA
GCF_000159475,SAMN00001504,PRJNA31511,Limosilactobacillus reuteri,MM4-1A,gastrointestinal tract,Gut,NA,NA
GCF_000166715,SAMN02470198,PRJNA60229,Leuconostoc gelidum subsp. gelidum,KCTC 3527,kimchi,Food,NA,NA
GCF_000182855,SAMN02603306,PRJNA42073,Lactobacillus amylovorus,GRL 1112,porcine feces,Feces,Finland,NA
GCF_000194115,SAMN02603307,PRJNA42079,Lactobacillus amylovorus,GRL1118,ileum,Gut,NA,NA
GCF_000194765,SAMN02603876,PRJNA64431,Lacticaseibacillus paracasei,BD-II,homemade koumiss,Food,China,NA
GCF_000194785,SAMN02603877,PRJNA64433,Lacticaseibacillus paracasei,LC2W,traditional dairy products,Food,China,NA
GCF_000235785,SAMN02469944,PRJNA51799,Lacticaseibacillus rhamnosus,R0011,dairy starter culture,Food,Canada,1976
GCF_000235805,SAMN02469945,PRJNA72773,Pediococcus acidilactici,MA18/5M,pasture gramineae,Environmental,France,1990
GCF_000247735,SAMN02470702,PRJNA67175,Lactiplantibacillus plantarum subsp. plantarum,NC8,grass silage,Food,Sweden,NA
GCF_000248095,SAMN02470226,PRJNA80653,Limosilactobacillus mucosae,LM1,small intestine of sus scrofa domesticus,Gut,South Korea,NA
GCF_000260335,SAMN02470767,PRJNA75261,Ligilactobacillus salivarius,SMXD51,cecum of 6 weeks-old tunisian healthy chicken,Gut,NA,NA
GCF_000298115,SAMN02603054,PRJNA71051,Lentilactobacillus buchneri subsp. silagei,CD034,stable grass silage,Food,Austria,NA
GCF_000298875,SAMN02603178,PRJNA174297,Leuconostoc gelidum,JB7,"kimchi, Korean traditional fermented food",Food,South Korea,NA
GCF_000309565,SAMN02472008,PRJNA68455,Lacticaseibacillus casei,12A,corn silage,Food,USA,NA
GCF_000309685,SAMN02472001,PRJNA68471,Lacticaseibacillus paracasei,T71499,blood,Clinical,Finland,NA
GCF_000320345,SAMN02472059,PRJNA176505,Weissella ceti,NC36,spleen,Clinical,USA,8/19/2011
GCF_000338115,SAMN02604341,PRJNA186807,Lactiplantibacillus plantarum,ZJ316,healthy newborn fecal sample,Feces,NA,NA
GCF_000347515,SAMN02471400,PRJNA186734,Lactiplantibacillus plantarum,UCMA 3037,unpasteurized Camembert cheese,Food,France,2003-05
GCF_000364205,SAMN01731005,PRJNA176001,Ligilactobacillus murinus,ASF361,Cecum,Gut,USA,NA
GCF_000388095,SAMN02046319,PRJNA196992,Lacticaseibacillus paracasei,LcY,Commercial fermented milk product (Yakult),Food,NA,NA
GCF_000400585,SAMN01994728,PRJNA195542,Lacticaseibacillus casei, LcA,Actimel product,Food,NA,NA
GCF_000410175,SAMN02469715,PRJNA178454,Lacticaseibacillus paracasei subsp. paracasei,Lpp225,animal feces,Feces,NA,2009
GCF_000410995,SAMN02603119,PRJNA206042,Limosilactobacillus reuteri,I5007,healthy weaning piglets,Animal,NA,NA
GCF_000411655,SAMN02471390,PRJNA200658,Enterococcus faecium,UC7251,fermented sausage,Food,Italy,2011-11
GCF_000463075,SAMN02469688,PRJNA214308,Lactiplantibacillus plantarum,EGD-AQ4,non-alcoholic fermented bamboo shoot products,Food,India,2012-09
GCF_000466785,SAMN02314197,PRJNA213970,Limosilactobacillus fermentum,3872,milk from female,Food,Russia,2011
GCF_000466905,SAMN02298727,PRJNA215163,Lactiplantibacillus plantarum,2025,milk products,Food,Russia,2011
GCF_000474615,SAMN02470054,PRJNA213287,Lacticaseibacillus paracasei,5b,cheese,Food,NA,NA
GCF_000582665,SAMN03081525,PRJNA234304,Lacticaseibacillus paracasei,N1115,traditional homemade dairy product,Food,China,NA
GCF_000699985,SAMN02776192,PRJNA222883,Lacticaseibacillus rhamnosus,51B,vagina of healthy woman with no history of infectious and somatic diseases of the gastrointestinal tract and other organ systems,Clinical,Russia,2009-03
GCF_000708635,SAMN02639794,PRJNA237570,Pediococcus pentosaceus,CGMCC 7049,fecal material of healthy human,Feces,China,4/25/2012
GCF_000721835,SAMN02900023,PRJNA229526,Oenococcus oeni,IOEB_0205,Champagne,Food,France,2002
GCF_000722535,SAMN02840984,PRJNA248653,Limosilactobacillus reuteri,TMW1.112,Type II sourdough,Food,Germany,1998
GCF_000731855,SAMN02689810,PRJNA241429,Lactiplantibacillus plantarum,Lp90,wine,Food,Italy,2003
GCF_000732905,SAMN02716090,PRJNA243375,Weissella tructae,WS08,brain,Clinical,Brazil,5/5/2008
GCF_000735255,SAMN02840977,PRJNA191611,Lacticaseibacillus rhamnosus,K32,human gut,Gut,Russia,2007-09
GCF_000743895,SAMN02849421,PRJNA252100,Lactiplantibacillus plantarum,DmCS_001,pure bacterial culture,Lab,USA,10/1/2011
GCF_000750515,SAMN02947894,PRJNA257148,Weissella ceti,WS74,brain,Clinical,Brazil,2/17/2009
GCF_000756355,SAMN03032191,PRJNA260860,Leuconostoc mesenteroides,P45,fermented pulque,Food,Mexico,2010
GCF_000758145,SAMN02893814,PRJNA253765,Lactiplantibacillus paraplantarum,L-ZS9,superior fermented meat,Food,China,NA
GCF_000758185,SAMN02869572,PRJNA248653,Limosilactobacillus reuteri,LTH5448,Type II sourdough,Food,Germany,1998
GCF_000762045,SAMN02904288,PRJNA229551,Oenococcus oeni,IOEB_C52,Cider,Food,France,2008
GCF_000762185,SAMN02904290,PRJNA229617,Oenococcus oeni,S12,White wine,Food,France,2009
GCF_000762955,SAMN03083641,PRJNA193572,Lactiplantibacillus plantarum,CMPG5300,vagina of healthy woman,Clinical,Belgium,2010-10
GCF_000764285,SAMN02947174,PRJNA256799,Lactiplantibacillus plantarum,FMNP01,Guangzhou mango,Food,China,8/23/2013
GCF_000769675,SAMN03083847,PRJNA203385,Oenococcus oeni,X2L,Wine,Food,Argentina,1987
GCF_000784375,SAMN02324555,PRJNA217081,Lacticaseibacillus rhamnosus,L34,infant feces,Feces,Thailand,NA
GCF_000784395,SAMN02324556,PRJNA217082,Lacticaseibacillus rhamnosus,L35,infant feces,Feces,Thailand,NA
GCF_000814185,SAMN03273315,PRJNA271220,Lactobacillus sp.,FMNP02,Chinese traditional pickle,Food,China,6/16/2012
GCF_000830375,SAMN02981005,PRJNA253911,Apilactobacillus kunkeei,AR114,Honey bee midgut,Gut,Norway,12/3/2010
GCF_000830535,SAMN03272560,PRJNA271052,Lactiplantibacillus plantarum,90sk,gut biopsy,Clinical,Russia,2011
GCF_000931425,SAMN03278695,PRJNA271910,Lactiplantibacillus plantarum,B21,Vietnamese fermented sausage (nem chua),Food,Viet Nam,2008
GCF_000934625,SAMN03274004,PRJNA271341,Lactobacillus acidophilus,FSI4,yogurt,Food,USA,2002
GCF_000966475,SAMN03390058,PRJNA277393,Lactiplantibacillus plantarum,NL42,dairy products,Food,China,8/19/2012
GCF_001005625,SAMN03465328,PRJNA280583,Lacticaseibacillus rhamnosus,CNCM-I-3698,alpine goat rumen,Animal,France,1/1/1997
GCF_001005805,SAMN03445817,PRJNA279324,Lactiplantibacillus plantarum,PS128,fu-tsai (a Taiwan fermented mustard product),Food,Taiwan,2007-07
GCF_001011095,SAMN02584770,PRJNA247452,Ligilactobacillus salivarius,Ren,human feces,Feces,China,2005
GCF_001013375,SAMN03580836,PRJNA282947,Lacticaseibacillus casei,N87,Infant feces,Feces,Italy,4/2/2012
GCF_001044405,SAMN03766173,PRJNA287246,Lacticaseibacillus rhamnosus,40f,feces,Feces,Russia,2010
GCF_001044415,SAMN03766175,PRJNA287248,Lacticaseibacillus rhamnosus,313,saliva,Clinical,Russia,2013
GCF_001047695,SAMN03105774,PRJNA263697,Leuconostoc mesenteroides subsp. dextranicum,DSM 20484,cheese,Food,Netherlands,1983
GCF_001184255,SAMN03463665,PRJNA280516,Leuconostoc mesenteroides subsp. mesenteroides,LbE16,Taleggio cheese,Food,Italy,2005
GCF_001188985,SAMN03785590,PRJNA287739,Lactiplantibacillus pentosus,FL0421,Temperate decuduous forest biome soil,Environmental,China,2012-12
GCF_001190005,SAMN03852102,PRJNA289290,Lactobacillus delbrueckii subsp. allosunkii,JCM 17838,"sunki, Japanese traditional fermented vegetable",Food,South Korea,2014
GCF_001191565,SAMN03892742,PRJNA290442,Lacticaseibacillus paracasei,CAUH35,Koumiss,Food,China,2008-08
GCF_001244395,SAMN03853751,PRJNA289435,Lacticaseibacillus paracasei,L9,isolated from the feces of a centenarian,Feces,China,10/30/2006
GCF_001273585,SAMN03785547,PRJNA287726,Lactiplantibacillus plantarum,SNU.Lp177,Porcine feces,Feces,South Korea,6/20/2006
GCF_001278015,SAMN02953961,PRJNA257680,Lactiplantibacillus plantarum,5월 2일,fermented soybean,Food,China,2011-08
GCF_001281265,SAMN03275719,PRJNA270974,Apilactobacillus kunkeei,YH-15,spoiled wine fermentation,Food,USA,1996
GCF_001296095,SAMN03952027,PRJNA291681,Lactiplantibacillus plantarum,ZS2058,sauerkraut,Food,China,6/3/2003
GCF_001302645,SAMN04038608,PRJNA295007,Lactiplantibacillus plantarum,HFC8,faecal sample,Feces,India,11/29/2014
GCF_001307325,SAMN04017315,PRJNA294130,Lactiplantibacillus plantarum,WJL,insect gut,Gut,South Korea,1/1/2013
GCF_001308145,SAMN04120644,PRJNA297257,Weissella cibaria,CH2,fermented food,Food,India,11/8/2013
GCF_001308285,SAMN03982146,PRJNA292623,Lactobacillus helveticus,CAUH18,koumiss,Food,China,2008-08
GCF_001308305,SAMN04123802,PRJNA297436,Lactiplantibacillus plantarum,Nizo2877,hot-dog,Food,Viet Nam,1/1/2013
GCF_001314245,SAMN04121884,PRJNA297274,Lactobacillus gallinarum,HFD4,faecal sample,Feces,India,11/29/2014
GCF_001314945,SAMN04157996,PRJNA298292,Apilactobacillus kunkeei,MP2,gut,Gut,Chile,2013-01
GCF_001331925,SAMN04092618,PRJNA295891,Lactiplantibacillus plantarum,WLPL04,breast of healthy woman,Food,China,2013
GCF_001411765,SAMN04017317,PRJNA260124,Pediococcus pentosaceus,wikim20,kimchi,Food,South Korea,2015
GCF_001433825,SAMN02369503,PRJNA222257,Apilactobacillus kunkeei,DSM 12361,commercial grape wine undergoing a sluggish/stuck alcoholic fermentation,Food,USA,2012
GCF_001434065,SAMN02369509,PRJNA222257,Latilactobacillus sakei subsp. sakei,DSM 20017,Moto starter of sake,Food,NA,1996
GCF_001434145,SAMN02369465,PRJNA222257,Lentilactobacillus otakiensis,DSM 19908,non-salted pickle solution used in production of sunki (Japanese traditional fermented leaves and stems of red turnips),Food,Japan,2009
GCF_001434175,SAMN02369435,PRJNA222257,Lactiplantibacillus plantarum subsp. plantarum,CGMCC 1.2437,pickled cabbage,Food,NA,1923
GCF_001434295,SAMN02369386,PRJNA222257,Companilactobacillus versmoldensis,DSM 14857,poultry salami,Food,Germany,2003
GCF_001434405,SAMN02369391,PRJNA222257,Ligilactobacillus apodemi,DSM 16634,"feces, wild Japanese wood mouse",Feces,Japan,2006
GCF_001434535,SAMN02369389,PRJNA222257,Ligilactobacillus animalis,DSM 20602,dental plaque,Clinical,NA,1983
GCF_001434705,SAMN02369462,PRJNA222257,Lacticaseibacillus nasuensis,JCM 17158,sudan grass Sorghum sudanense (piper) silage,Food,Japan,2012
GCF_001434775,SAMN02369427,PRJNA222257,Companilactobacillus farciminis,DSM 20184,sausage,Food,NA,1983
GCF_001434855,SAMN02369437,PRJNA222257,Companilactobacillus bobalius,DSM 19674,Spanish Bobal grape must,Food,Spain,1999
GCF_001435315,SAMN02369410,PRJNA222257,Lentilactobacillus parabuchneri,DSM 5707,saliva,Clinical,NA,2002
GCF_001435445,SAMN02369457,PRJNA222257,Companilactobacillus kimchii,DSM 13961,fermented vegetable (kimchi),Food,South Korea,1999
GCF_001435555,SAMN02369463,PRJNA222257,Companilactobacillus nodensis,DSM 19682,Japanese pickles,Food,Japan,2009
GCF_001436135,SAMN02369479,PRJNA222257,Lacticaseibacillus thailandensis,DSM 22698,fermented tea leaves (miang),Food,Thailand,2007
GCF_001436375,SAMN02369442,PRJNA222257,Agrilactobacillus composti,DSM 18527,composting material of distilled shochu residue,Environmental,Japan,2007
GCF_001436605,SAMN02369446,PRJNA222257,Holzapfeliella floricola,DSM 23037,flower,Environmental,Japan,2011
GCF_001436705,SAMN02369475,PRJNA222257,Liquorilactobacillus sucicola,DSM 21376,sap,Environmental,Japan,2009
GCF_001436865,SAMN02797799,PRJNA222257,Weissella halotolerans,DSM 20190,fermented sausages,Food,NA,1983
GCF_001444495,SAMN04266587,PRJNA301568,Lactiplantibacillus plantarum,CRL 1506,goat cheese,Food,Argentina,3/2/2005
GCF_001469775,SAMN04309302,PRJNA304935,Lactobacillus delbrueckii subsp. bulgaricus,MN-BM-F01,isolated from a traditional fermented dairy called dairy fan,Food,China,2014-06
GCF_001484005,SAMN03854682,PRJNA289547,Lactiplantibacillus plantarum,LZ95,baby stool,Feces,China,10/15/2013
GCF_001514415,SAMN04378089,PRJNA307294,Lacticaseibacillus paracasei,KL1,milk,Food,China,2006-03
GCF_001540925,SAMN03702584,PRJNA284435,Lactiplantibacillus plantarum,Lp1610,teat canal,Animal,France,2012
GCF_001540965,SAMN03702585,PRJNA284436,Lactiplantibacillus plantarum,Lp1612,teat canal,Animal,France,2012
GCF_001541125,SAMN04231183,PRJNA300958,Leuconostoc mesenteroides,GL1,Dromedary milk,Food,Algeria,2013
GCF_001583825,SAMN04508169,PRJNA312878,Leuconostoc mesenteroides subsp. mesenteroides,BD3749,fermeted vegetable,Food,China,4/10/2014
GCF_001590655,SAMN04530063,PRJNA314166,Lacticaseibacillus rhamnosus,ASCC 290,dairy product,Food,Australia,2012
GCF_001593065,SAMN04452063,PRJNA310405,Latilactobacillus sakei,FBL1,Mukeunji,Food,South Korea,2012-03
GCF_001593095,SAMN04453291,PRJNA310676,Pediococcus pentosaceus,FBL2,jeotgal,Food,South Korea,2015-08
GCF_001596095,SAMN04517536,PRJNA313247,Lactiplantibacillus plantarum,JBE245,"meju, fermented soybean paste",Food,South Korea,2014
GCF_001596195,SAMN04490175,PRJNA311909,Lactiplantibacillus plantarum,E2C2,human stool,Feces,India,11/23/2015
GCF_001597605,SAMN04519660,PRJNA313343,Lactiplantibacillus plantarum,E2C5,stool material,Feces,India,11/23/2015
GCF_001617525,SAMN04549363,PRJNA315197,Lactiplantibacillus plantarum,CAUH2,Sichuan pickle vegetables,Food,China,8/15/2009
GCF_001618905,SAMN03879966,PRJNA290298,Limosilactobacillus reuteri,ZLR003,caecum mucosa from a healthy weaned piglet,Gut,China,2007-05
